id,channel,raw_text,language,label,source
uci-00093,SMS,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,en,0,uci_sms_spam
uci-00094,SMS,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,en,1,uci_sms_spam
uci-00095,SMS,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,en,0,uci_sms_spam
uci-00096,SMS,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",en,1,uci_sms_spam
uci-00097,SMS,Watching telugu movie..wat abt u?,en,0,uci_sms_spam
uci-00098,SMS,i see. When we finish we have loads of loans to pay,en,0,uci_sms_spam
uci-00099,SMS,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",en,0,uci_sms_spam
uci-00100,SMS,I see a cup of coffee animation,en,0,uci_sms_spam
uci-00101,SMS,Please don't text me anymore. I have nothing else to say.,en,0,uci_sms_spam
uci-00102,SMS,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,en,0,uci_sms_spam
uci-00103,SMS,I'm still looking for a car to buy. And have not gone 4the driving test yet.,en,0,uci_sms_spam
uci-00104,SMS,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,en,0,uci_sms_spam
uci-00105,SMS,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",en,0,uci_sms_spam
uci-00106,SMS,Umma my life and vava umma love you lot dear,en,0,uci_sms_spam
uci-00107,SMS,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,en,0,uci_sms_spam
uci-00108,SMS,"Aight, I'll hit you up when I get some cash",en,0,uci_sms_spam
uci-00109,SMS,How would my ip address test that considering my computer isn't a minecraft server,en,0,uci_sms_spam
uci-00110,SMS,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,en,0,uci_sms_spam
uci-00111,SMS,Dont worry. I guess he's busy.,en,0,uci_sms_spam
uci-00112,SMS,What is the plural of the noun research?,en,0,uci_sms_spam
uci-00113,SMS,Going for dinner.msg you after.,en,0,uci_sms_spam
uci-00114,SMS,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,en,0,uci_sms_spam
uci-00115,SMS,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,en,1,uci_sms_spam
uci-00116,SMS,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",en,0,uci_sms_spam
uci-00117,SMS,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",en,0,uci_sms_spam
uci-00118,SMS,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),en,1,uci_sms_spam
uci-00119,SMS,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,en,0,uci_sms_spam
uci-00120,SMS,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,en,0,uci_sms_spam
uci-00121,SMS,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,en,1,uci_sms_spam
uci-00122,SMS,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",en,1,uci_sms_spam
uci-00123,SMS,here is my new address -apples&pairs&all that malarky,en,0,uci_sms_spam
uci-00124,SMS,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,en,1,uci_sms_spam
uci-00125,SMS,I am going to sao mu today. Will be done only at 12,en,0,uci_sms_spam
uci-00126,SMS,Ü predict wat time ü'll finish buying?,en,0,uci_sms_spam
uci-00127,SMS,"Good stuff, will do.",en,0,uci_sms_spam
uci-00128,SMS,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",en,0,uci_sms_spam
uci-00129,SMS,Are you there in room.,en,0,uci_sms_spam
uci-00130,SMS,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,en,0,uci_sms_spam
uci-00131,SMS,K..k:)how much does it cost?,en,0,uci_sms_spam
uci-00132,SMS,I'm home.,en,0,uci_sms_spam
uci-00133,SMS,"Dear, will call Tmorrow.pls accomodate.",en,0,uci_sms_spam
uci-00134,SMS,First answer my question.,en,0,uci_sms_spam
uci-00135,SMS,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,en,1,uci_sms_spam
uci-00136,SMS,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,en,1,uci_sms_spam
uci-00137,SMS,I only haf msn. It's yijue@hotmail.com,en,0,uci_sms_spam
uci-00138,SMS,He is there. You call and meet him,en,0,uci_sms_spam
uci-00139,SMS,No no. I will check all rooms befor activities,en,0,uci_sms_spam
uci-00140,SMS,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,en,1,uci_sms_spam
uci-00141,SMS,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,en,0,uci_sms_spam
uci-00142,SMS,"K, text me when you're on the way",en,0,uci_sms_spam
uci-00143,SMS,"Sir, Waiting for your mail.",en,0,uci_sms_spam
uci-00144,SMS,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",en,0,uci_sms_spam
uci-00145,SMS,I know you are. Can you pls open the back?,en,0,uci_sms_spam
uci-00146,SMS,Yes see ya not on the dot,en,0,uci_sms_spam
uci-00147,SMS,Whats the staff name who is taking class for us?,en,0,uci_sms_spam
uci-00148,SMS,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",en,1,uci_sms_spam
uci-00149,SMS,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,en,0,uci_sms_spam
uci-00150,SMS,K..i deleted my contact that why?,en,0,uci_sms_spam
uci-00151,SMS,Sindu got job in birla soft ..,en,0,uci_sms_spam
uci-00152,SMS,The wine is flowing and i'm i have nevering..,en,0,uci_sms_spam
uci-00153,SMS,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,en,0,uci_sms_spam
uci-00154,SMS,Ok... Ur typical reply...,en,0,uci_sms_spam
uci-00155,SMS,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,en,0,uci_sms_spam
uci-00156,SMS,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",en,0,uci_sms_spam
uci-00157,SMS,Aaooooright are you at work?,en,0,uci_sms_spam
uci-00158,SMS,I'm leaving my house now...,en,0,uci_sms_spam
uci-00159,SMS,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",en,0,uci_sms_spam
uci-00160,SMS,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,en,1,uci_sms_spam
uci-00161,SMS,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,en,1,uci_sms_spam
uci-00162,SMS,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,en,0,uci_sms_spam
uci-00163,SMS,New car and house for my parents.:)i have only new job in hand:),en,0,uci_sms_spam
uci-00164,SMS,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,en,0,uci_sms_spam
uci-00165,SMS,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,en,1,uci_sms_spam
uci-00166,SMS,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",en,1,uci_sms_spam
uci-00167,SMS,I place all ur points on e cultures module already.,en,0,uci_sms_spam
uci-00168,SMS,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,en,1,uci_sms_spam
uci-00169,SMS,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",en,0,uci_sms_spam
uci-00170,SMS,Great escape. I fancy the bridge but needs her lager. See you tomo,en,0,uci_sms_spam
uci-00171,SMS,Yes :)it completely in out of form:)clark also utter waste.,en,0,uci_sms_spam
uci-00172,SMS,"Sir, I need AXIS BANK account no and bank address.",en,0,uci_sms_spam
uci-00173,SMS,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...",en,0,uci_sms_spam
uci-00174,SMS,What time you coming down later?,en,0,uci_sms_spam
uci-00175,SMS,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",en,0,uci_sms_spam
uci-00176,SMS,"Well, i'm gonna finish my bath now. Have a good...fine night.",en,0,uci_sms_spam
uci-00177,SMS,Let me know when you've got the money so carlos can make the call,en,0,uci_sms_spam
uci-00178,SMS,U still going to the mall?,en,0,uci_sms_spam
uci-00179,SMS,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",en,0,uci_sms_spam
uci-00180,SMS,Text her. If she doesnt reply let me know so i can have her log in,en,0,uci_sms_spam
uci-00181,SMS,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,en,0,uci_sms_spam
uci-00182,SMS,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,en,0,uci_sms_spam
uci-00183,SMS,Lol no. U can trust me.,en,0,uci_sms_spam
uci-00184,SMS,ok. I am a gentleman and will treat you with dignity and respect.,en,0,uci_sms_spam
uci-00185,SMS,"He will, you guys close?",en,0,uci_sms_spam
uci-00186,SMS,Going on nothing great.bye,en,0,uci_sms_spam
uci-00187,SMS,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,en,0,uci_sms_spam
uci-00188,SMS,"Haha awesome, be there in a minute",en,0,uci_sms_spam
uci-00189,SMS,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,en,1,uci_sms_spam
uci-00190,SMS,Have you got Xmas radio times. If not i will get it now,en,0,uci_sms_spam
uci-00191,SMS,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,en,0,uci_sms_spam
uci-00192,SMS,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,en,1,uci_sms_spam
uci-00193,SMS,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,en,0,uci_sms_spam
uci-00194,SMS,Hi :)finally i completed the course:),en,0,uci_sms_spam
uci-00195,SMS,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,en,0,uci_sms_spam
uci-00196,SMS,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,en,0,uci_sms_spam
uci-00197,SMS,Gud mrng dear hav a nice day,en,0,uci_sms_spam
uci-00198,SMS,Did u got that persons story,en,0,uci_sms_spam
uci-00199,SMS,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,en,0,uci_sms_spam
uci-00200,SMS,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,en,0,uci_sms_spam
uci-00201,SMS,"Found it, ENC  &lt;#&gt; , where you at?",en,0,uci_sms_spam
uci-00202,SMS,I sent you  &lt;#&gt;  bucks,en,0,uci_sms_spam
uci-00203,SMS,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,en,0,uci_sms_spam
uci-00204,SMS,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,en,0,uci_sms_spam
uci-00205,SMS,Goodmorning sleeping ga.,en,0,uci_sms_spam
uci-00206,SMS,U call me alter at 11 ok.,en,0,uci_sms_spam
uci-00207,SMS,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,en,0,uci_sms_spam
uci-00208,SMS,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",en,0,uci_sms_spam
uci-00209,SMS,"Aight yo, dats straight dogg",en,0,uci_sms_spam
uci-00210,SMS,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,en,0,uci_sms_spam
uci-00211,SMS,Both :) i shoot big loads so get ready!,en,0,uci_sms_spam
uci-00212,SMS,"What's up bruv, hope you had a great break. Do have a rewarding semester.",en,0,uci_sms_spam
uci-00213,SMS,Home so we can always chat,en,0,uci_sms_spam
uci-00214,SMS,K:)k:)good:)study well.,en,0,uci_sms_spam
uci-00215,SMS,Yup... How ü noe leh...,en,0,uci_sms_spam
uci-00216,SMS,Sounds great! Are you home now?,en,0,uci_sms_spam
uci-00217,SMS,Finally the match heading towards draw as your prediction.,en,0,uci_sms_spam
uci-00218,SMS,Tired. I haven't slept well the past few nights.,en,0,uci_sms_spam
uci-00219,SMS,Easy ah?sen got selected means its good..,en,0,uci_sms_spam
uci-00220,SMS,I have to take exam with march 3,en,0,uci_sms_spam
uci-00221,SMS,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,en,0,uci_sms_spam
uci-00222,SMS,Ok no prob. Take ur time.,en,0,uci_sms_spam
uci-00223,SMS,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,en,0,uci_sms_spam
uci-00224,SMS,"Sorry, I'll call later",en,0,uci_sms_spam
uci-00225,SMS,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,en,0,uci_sms_spam
uci-00226,SMS,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",en,1,uci_sms_spam
uci-00227,SMS,Would really appreciate if you call me. Just need someone to talk to.,en,0,uci_sms_spam
uci-00228,SMS,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",en,1,uci_sms_spam
uci-00229,SMS,Hey company elama po mudyadhu.,en,0,uci_sms_spam
uci-00230,SMS,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",en,0,uci_sms_spam
uci-00231,SMS,Dear good morning now only i am up,en,0,uci_sms_spam
uci-00232,SMS,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,en,0,uci_sms_spam
uci-00233,SMS,Dear we are going to our rubber place,en,0,uci_sms_spam
uci-00234,SMS,"Sorry battery died, yeah I'm here",en,0,uci_sms_spam
uci-00235,SMS,Yes:)here tv is always available in work place..,en,0,uci_sms_spam
uci-00236,SMS,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,en,1,uci_sms_spam
uci-00237,SMS,I have printed it oh. So  &lt;#&gt;  come upstairs,en,0,uci_sms_spam
uci-00238,SMS,Or ill be a little closer like at the bus stop on the same street,en,0,uci_sms_spam
uci-00239,SMS,Where are you?when wil you reach here?,en,0,uci_sms_spam
uci-00240,SMS,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",en,0,uci_sms_spam
uci-00241,SMS,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,en,1,uci_sms_spam
uci-00242,SMS,Tomarrow final hearing on my laptop case so i cant.,en,0,uci_sms_spam
